timestamp,pH,ORP,total_coli,BOD,COD,NO3,temperature
2022-07-28 07:42:59.158000+00:00,,,,,,6.899999,
2022-07-28 07:52:59.147000+00:00,7.739999,,,,,,
2022-07-28 07:52:59.148000+00:00,7.739999,,,,,,
2022-07-28 08:02:59.139000+00:00,,329.0,,,,,
2022-07-28 08:12:59.116000+00:00,,,4083.949,,,,
2022-07-28 08:22:59.081000+00:00,,,,0.0,,,
2022-07-28 08:32:59.049000+00:00,,,,,0.0,,
2022-07-28 08:42:59.047000+00:00,,,,,,6.799999,
2022-07-28 08:52:59.034000+00:00,7.769999,,,,,,
2022-07-28 09:02:59.016000+00:00,,334.0,,,,,
2022-07-28 09:12:59.001000+00:00,,,4204.239,,,,
2022-07-28 09:22:58.977000+00:00,,,,0.0,,,
