name,time,actual_average_humidity,actual_average_pressure,actual_average_temperature,actual_max_temperature,actual_min_temperature,average_accuracy,average_humidity,average_humidity_accuracy,average_humidity_accuracy_max,average_humidity_pressure_max,average_pressure,average_pressure_accuracy,average_temperature_accuracy,average_temperature_accuracy_max,average_temperature_diff,forecasted_average_humidity,forecasted_average_pressure,forecasted_average_temperature,forecasted_max_temperature,forecasted_min_temperature,max_temperature,max_temperature_accuracy,max_temperature_accuracy_max,min_temperature,min_temperature_accuracy,min_temperature_accuracy_max
wunder_diffs,2022-04-25T00:00:00Z,52.291666666666664,1011.6666666666666,16.092916666666667,23.62,7.62,99.99599247483857,0.008932270916334663,99.99106772908367,false,true,0.0007444810543657326,99.99925551894563,99.99683530538798,false,0.0031646946120187456,99,936.35,11,14,10,0.004072819644369179,99.99592718035564,false,0.0031233595800524935,99.99687664041994,false
wunder_diffs,2022-04-26T00:00:00Z,40.458333333333336,1011.0833333333334,17.284166666666668,25.62,8.62,99.99457622462347,0.014469618949536559,99.98553038105047,false,true,0.0007450754141597299,99.99925492458584,99.99694277035823,false,0.003057229641772335,99,935.75,12,13,12,0.004925839188134271,99.99507416081187,false,0.003921113689095129,99.99607888631091,false
wunder_diffs,2022-04-27T00:00:00Z,36.541666666666664,1013.2916666666666,15.703333333333335,22.62,6.62,99.99580314172054,0.006145952109464083,99.99385404789054,false,true,0.0007474813931493895,99.99925251860685,99.99891530460624,false,0.0010846953937592876,59,937.55,14,15,13,0.0033687002652519897,99.99663129973474,false,0.009637462235649546,99.99036253776436,false
wunder_diffs,2022-04-28T00:00:00Z,45.541666666666664,1015.375,16.03666666666667,23.62,7.62,99.99547307922062,0.011738334858188475,99.9882616651418,false,true,0.0007595715868521483,99.99924042841315,99.99748285179797,false,0.0025171482020369994,99,938.25,12,13,10,0.004496189669771381,99.99550381033023,false,0.0031233595800524935,99.99687664041994,false
wunder_diffs,2022-04-29T00:00:00Z,51,1016.2083333333334,16.745,24.62,7.62,99.9956893553154,0.009411764705882352,99.99058823529411,false,true,0.0007495346262659402,99.99925046537373,99.99776351149598,false,0.0022364885040310548,99,940.04,13,13,11,0.004719740048740861,99.99528025995126,false,0.004435695538057742,99.99556430446194,false
wunder_diffs,2022-04-30T00:00:00Z,55.666666666666664,1019.3333333333334,14.036666666666669,18.62,9.62,99.99735858498568,0.006347305389221558,99.99365269461077,false,false,0.0007504251144538914,99.99924957488554,99.9993137022085,true,0.0006862977914984548,91,942.84,15,17,14,0.0008700322234156826,99.99912996777658,false,0.0045530145530145545,99.99544698544699,false
wunder_diffs,2022-05-01T00:00:00Z,69.66666666666667,1019.0416666666666,13.161666666666669,18.62,9.62,99.99732946417993,0.004210526315789473,99.99578947368421,false,true,0.0007458151040601874,99.99925418489595,99.99860326706344,false,0.0013967329365581847,99,943.04,15,16,15,0.0014070891514500541,99.99859291084854,false,0.005592515592515594,99.99440748440749,false
wunder_diffs,2022-05-02T00:00:00Z,81.45833333333333,1016.7083333333334,11.937083333333335,15.62,9.62,99.99879167978722,0.0021534526854219953,99.99784654731458,false,false,0.0007235932953567481,99.99927640670464,99.99994729309924,true,0.000052706900764422774,99,943.14,12,13,11,0.0016773367477592824,99.99832266325224,false,0.0014345114345114356,99.99856548856549,false
wunder_diffs,2022-05-03T00:00:00Z,83.875,1014.0833333333334,9.661666666666669,11.62,7.62,99.9980937831624,0.0018032786885245902,99.99819672131147,false,true,0.0007193031473416062,99.99928069685267,99.99861480075901,false,0.0013851992409867147,99,941.14,11,13,11,0.0011876075731497425,99.99881239242686,false,0.004435695538057742,99.99556430446194,false
wunder_diffs,2022-05-04T00:00:00Z,84,1014.2083333333334,10.036666666666669,13.62,4.62,99.99729053496077,0.0017857142857142857,99.99821428571428,false,true,0.0007548580584199504,99.99924514194159,99.99896712055795,false,0.001032879442045834,99,937.65,9,10,8,0.0026578560939794415,99.99734214390602,false,0.007316017316017316,99.99268398268399,false
